1619571,-98.19178329135987,29.887434420275444
1619573,-98.15124689142279,29.878164620289834
1619575,-98.1515626914223,29.878806420288836
1619577,-98.19535122468766,29.873221420297504
1619579,-98.19408729135628,29.871113286967446
1619581,-98.19582222468694,29.869737220302913
1619583,-98.15753002474636,29.868123886972086
1619585,-98.1570552247471,29.86319602031307
1619587,-98.15789809141246,29.86778002030595
1619589,-98.16883589139549,29.86206968698148
1619591,-98.15666029141438,29.862118686981407
1619593,-98.15902649141071,29.86000948698468
1619595,-98.17948529137895,29.859911420318166
1619597,-98.1700716247269,29.861244220316095
1619599,-98.15847409141156,29.859665820318547
1619601,-98.17447789138673,29.836602420354346
1619603,-98.17471389138636,29.835364620356266
1619605,-98.16540402473414,29.82679502036957
1619607,-98.1660092247332,29.828216020367364
1619609,-98.18103969137654,29.81642902038566
1619611,-98.2226410246453,29.80753468706613
1619613,-98.17349142472159,29.806988420400312
1619615,-98.14812842476096,29.806284420401404
1619617,-98.18119709137629,29.815856020386548
1619619,-98.25079129126827,29.80548962040264
1619621,-98.15141349142253,29.80580248706882
1619623,-98.25129182460083,29.80452742040413
1619625,-98.17493629138602,29.805589620402483
1619627,-98.07762762487039,29.775517220449164
1619629,-98.07867909153542,29.77441742045087
1619631,-98.14144622477133,29.765668687131114
1619633,-98.14184029143739,29.765187420465196
1619635,-98.13958042477422,29.761886887136985
1619637,-98.14010569144008,29.76115342047146
1619639,-98.13889649144195,29.755652420479997
1619641,-98.16549362473401,29.740533220503465
1619643,-98.32297709115623,29.72180222053254
1619645,-98.1651778247345,29.738882887172693
1619647,-98.13071842478799,29.706155420556826
1619649,-98.11401969148056,29.7043664205596
1619651,-98.27509782456387,29.70123488723113
1619653,-98.09380729151194,29.691686820579285
1619655,-98.2939336912013,29.688824420583728
1619657,-98.2644374912471,29.678303820600057
1619659,-98.2647794245799,29.677731020600945
1619661,-98.00103089165594,29.67233308727599
1619663,-98.12982569145603,29.70601782055704
1619665,-98.26415709124753,29.6710602206113
1619667,-98.08817269152068,29.668671887281675
1619669,-98.26468302458004,29.670212487279283
1619671,-98.17767409138176,29.66997608727965
1619673,-98.19740929135114,29.666047687285747
1619675,-98.28742122454474,29.661771487292384
1619677,-98.09504142484336,29.691022420580314
1619679,-98.06574162488884,29.65355782063847
1619681,-98.27354469123296,29.654472020637048
1619683,-98.27456909123137,29.653647620638328
1619685,-98.19635949135277,29.666002487285816
1619687,-98.05735169156853,29.642757487321898
1619689,-98.05792922490096,29.642505687322288
1619691,-98.17701762471611,29.669219887280825
1619693,-98.0488658915817,29.622834020686156
1619695,-98.04941862491418,29.620633820689573
1619697,-98.07941649153427,29.593967287397632
1619699,-98.03665169160065,29.58161322075014
1619701,-98.01238669163833,29.56584728744128
1619703,-98.07860382486888,29.593256420732068
1619705,-98.01109662497366,29.547348487469993
1619707,-98.00270422498669,29.507277620865523
1619709,-98.02862222494646,29.500877287542124
1620023,-98.22997709130058,29.810554820394778
1620025,-98.23110629129883,29.80954528706301
1620027,-98.22311362464457,29.80698422040032
1620029,-98.00113742498912,29.69177008724582
1620031,-98.11286429148237,29.70491642055875
1620033,-98.23764209128868,29.71273628721328
1620035,-98.32255702449021,29.721710287199347
1620037,-98.23858689128721,29.712300087213954
1620039,-98.25658082459262,29.685036087256275
1620041,-98.23053822463304,29.645832087317125
1620043,-98.22767822463749,29.646063487316766
1620045,-98.19228142469242,29.883361020281768
1620047,-98.16429962473586,29.739435820505168
1620049,-98.16429082473587,29.739263220505435
1620051,-98.15712969141366,29.738997687172514
1620053,-98.26950062457257,29.694668287241324
1620055,-98.28771409121096,29.68772142058544
1620057,-98.25117249126768,29.67596848727035
1620059,-98.27723749122723,29.650656820642972
1620061,-98.0663848915545,29.654042620637714
1620063,-98.048892624915,29.620353287356675
1620065,-98.04908289158136,29.620332820690038
1620067,-98.02962369161156,29.603791220715713
